,train_loss,val_accuracy
0,1.8875207,0.67908335
1,1.7164259,0.68658334
2,1.6995386,0.6878333
3,1.689367,0.6870833
4,1.6832207,0.68925
5,1.6771199,0.6900833
6,1.6752846,0.6915
7,1.6713277,0.69125
8,1.6710744,0.69075
9,1.6679527,0.6904167
10,1.6660781,0.68958336
11,1.6665305,0.69116664
12,1.6639571,0.68975
13,1.665442,0.68908334
14,1.6620052,0.69175
15,1.6625657,0.69091666
16,1.660573,0.69191664
17,1.4099314,0.78458333
18,1.143475,0.78225
19,1.1386019,0.7855
20,1.1356932,0.7811667
21,1.1363388,0.7841667
22,0.58498275,0.98941666
23,0.034974482,0.98766667
24,0.030950598,0.98683333
25,0.033324067,0.98616666
26,0.026793655,0.9899167
27,0.028490592,0.98675
28,0.024868723,0.985
29,0.027574625,0.9866667
30,0.028584532,0.98983335
31,0.02690127,0.9849167
32,0.023394201,0.98966664
33,0.025653733,0.9889167
34,0.026383145,0.98866665
35,0.022402488,0.9866667
36,0.03034745,0.9885
37,0.022905728,0.98791665
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
